"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"135" "C0949272" "IIeocolitis" "G/P" "C0010346" "Crohn Disease"
"136" "C0272644" "Closed fracture of distal end of radius" "G/P" "C0435585" "Fracture of distal end of radius"
"137" "C1863752" "Enlarged Vestibular Aqueduct" "A" "C0018784" "Sensorineural Hearing Loss (disorder)"
"138" "C1514850" "Replication Error" "O" "C0008311;C0149955;C0156273;C0265740;C0265780;C0266011;C0432378;C1609433" "Cholangitis;Annular pancreas;Bladder Diverticulum;Arrhinia;Congenital absence of lung;Accessory nipple;Congenital malformations of other endocrine glands;Congenital absence of kidneys syndrome"
"139" "C1336341" "Stage IVA Hypopharyngeal Squamous Cell Carcinoma" "G/P" "C0153398;C0153405;C0153684" "Hypopharyngeal Cancer;Malignant neoplasm of pharynx;Secondary malignant neoplasm of other specified sites"
"140" "C1336372" "Stage IVB Hypopharyngeal Squamous Cell Carcinoma" "G/P" "C0153398;C0153405;C0153684" "Hypopharyngeal Cancer;Malignant neoplasm of pharynx;Secondary malignant neoplasm of other specified sites"
"141" "C0221073" "reactive schizophrenia" "G/P" "C0036341;C0349198" "Schizophrenia;Acute transient psychotic disorder"
"142" "C0029089" "Ophthalmoplegia" "A" "C0028866;C0152221" "Oculomotor Nerve Paralysis;Paralytic strabismus"
"143" "C0339630" "Partially accommodative esotropia" "A" "C0014877" "Esotropia"
"144" "C0410481" "Avascular necrosis of the head of humerus" "G/P" "C0022408;C0029445" "Arthropathy;Bone necrosis"
"145" "C0014116" "Endocardial Cushion Defects" "A" "C1389018" "Atrioventricular Septal Defect"
"146" "C0278877" "adult meningioma" "G/P" "C0027651;C0153633;C0263978;C0348375;C0348668;C0349015;C0349016;C0495680;C0496936" "Neoplasms;Malignant neoplasm of brain;Disorder of soft tissue;Malignant neoplasm of meninges;Other and unspecified disorders of the circulatory system;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Localized swelling, mass and lump, unspecified;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"147" "C0280794" "adult pineal parenchymal tumor" "G/P" "C0027651;C0496946" "Neoplasms;Neoplasm of uncertain or unknown behavior of pineal gland"
"148" "C0699888" "male reproductive cancer" "G/P" "C0006826" "Malignant Neoplasms"
"149" "C1138434" "Genetic Diseases, X-Linked" "A" "C0221018" "Hereditary sideroblastic anemia"
"150" "C0270860" "Basilar-Type Migraine" "A" "C0149931;C1735856" "Migraine Disorders;Migraine with Typical Aura"
"151" "C0028705" "Nutcracker Esophagus" "A" "C0014858" "Esophageal motility disorders"
"152" "C0005461" "Binocular vision disorder" "A" "C0155007" "Other disorders of binocular vision"
"153" "C2983007" "Stage 0 Uterine Corpus Cancer" "G/P" "C0153574" "Malignant Uterine Corpus Neoplasm"
"154" "C0008372" "Intrahepatic Cholestasis" "A" "C0008370;C0451707" "Cholestasis;Toxic liver disease with cholestasis"
"155" "C0006433" "Burnout, Professional" "G/P" "C0478142" "State of emotional shock and stress, unspecified"
"156" "C0341172" "Chronic gastric ulcer" "A" "C0267136" "Chronic gastric ulcer without hemorrhage AND without perforation"
"157" "C0700509" "Chronic peptic ulcer" "A" "C0030920;C0392500" "Peptic Ulcer;Chronic peptic ulcer without hemorrhage AND without perforation"
"158" "C1527303" "Chronic Airflow Obstruction" "G/P" "C0024117" "Chronic Obstructive Airway Disease"
"159" "C1262148" "Grip strength decreased" "G/S" "C0478114;C0478115" "Other and unspecified abnormalities of breathing;Other specified symptoms and signs involving the circulatory and respiratory systems"
"160" "C0232861" "Discharge from penis" "A" "C0152447" "Urethral discharge"
"161" "C0349422" "Arterial steal syndrome" "G/P" "C0155764" "Unspecified disorders of arteries and arterioles"
"162" "C2219537" "sarcoma of uterus stage IIIb" "G/P" "C0153567" "Uterine Cancer"
"163" "C0013289" "Duodenal Diseases" "A" "C0494741" "Disease of stomach and duodenum, unspecified"
"164" "C0584960" "Factor V Leiden mutation" "A" "C0494242" "Hereditary deficiency of other clotting factors"
"165" "C1266032" "Atypical carcinoid tumor" "G/P" "C0153658" "Malignant neoplasm of endocrine gland"
"166" "C1333631" "Foregut Carcinoid Tumor" "G/P" "C0006826;C0496950" "Malignant Neoplasms;Neoplasm of uncertain or unknown behavior of endocrine gland"
"167" "C1334029" "Hindgut Carcinoid Tumor" "G/P" "C0006826;C0496950" "Malignant Neoplasms;Neoplasm of uncertain or unknown behavior of endocrine gland"
"168" "C2987127" "Gastrointestinal Neuroendocrine Tumor" "G/P" "C0027765;C0496911;C0496950" "nervous system disorder;Neoplasm of uncertain or unknown behavior of digestive organ, unspecified;Neoplasm of uncertain or unknown behavior of endocrine gland"
"169" "C2828016" "Stage IIIA Merkel Cell Carcinoma" "G/P" "C0007114;C0496955" "Malignant neoplasm of skin;Neoplasm of uncertain or unknown behavior of skin"
"170" "C2828017" "Stage IIIB Merkel Cell Carcinoma" "G/P" "C0007114;C0496955" "Malignant neoplasm of skin;Neoplasm of uncertain or unknown behavior of skin"
"171" "C2828018" "Stage IV Merkel Cell Carcinoma" "G/P" "C0007114;C0496955" "Malignant neoplasm of skin;Neoplasm of uncertain or unknown behavior of skin"
"172" "C0700425" "Benign tumor of lung parenchyma" "A" "C0153954" "Benign neoplasm of bronchus and lung"
"173" "C0233682" "Delusion of reference" "G/P" "C0011251" "Delusional disorder"
"174" "C0866965" "Mixed incontinence, female" "O" "C0477757" "Other specified urinary incontinence"
"175" "C0268312" "Progressive intrahepatic cholestasis (disorder)" "A" "C0008370" "Cholestasis"
"176" "C0345392" "Congenital kyphoscoliosis" "A" "C0158775" "Congenital anomaly of spine"
"177" "C2931384" "Moyamoya disease 1" "A" "C0026654" "Moyamoya Disease"
"178" "C0270375" "Sedative withdrawal delirium" "A" "C0349126" "Mental and behavioral disorders due to use of sedatives or hypnotics, withdrawal state with delirium"
"179" "C1719404" "Idiopathic transverse myelitis" "A" "C0494470" "Acute transverse myelitis in demyelinating disease of central nervous system"
"180" "C0155360" "Staphyloma posticum" "A" "C0155358" "Other disorders of sclera"
"181" "C0375741" "Accident caused by flooding" "G/P" "C0479866" "exposure to forces of nature"
"182" "C0572404" "Propofol overdose of undetermined intent" "G/P" "C0161571" "Poisoning by intravenous anesthetic"
"183" "C0520683" "Occupation-related stress disorder" "A" "C0478591" "Other physical and mental strain related to work"
"184" "C0175709" "Centronuclear myopathy" "A" "C0270960" "Congenital myopathy (disorder)"
"185" "C0347625" "Contusion of lung" "G/P" "C0265780;C0348712;C0495998" "Congenital absence of lung;Other disorders of lung;Superficial injury of trunk, level unspecified"
"186" "C0340763" "Aortocaval compression" "A" "C0155802" "Compression of vein"
"187" "C0410959" "Fetal acidosis" "G/P" "C0001122;C0270075" "Acidosis;Perinatal disorder"
"188" "C1691779" "Sensory hearing loss" "A" "C0018784" "Sensorineural Hearing Loss (disorder)"
"189" "C0221766" "Diastasis recti" "A" "C0158364" "Diastasis of muscle"
"190" "C1710166" "Sporadic Thyroid Gland Medullary Carcinoma" "G/P" "C0007115" "Malignant neoplasm of thyroid"
"191" "C0334067" "Metaphyseal fibrous defect" "O" "C0005940;C0005940;C0027651;C0027651;C0086692;C0158360" "Bone Diseases;Bone Diseases;Neoplasms;Neoplasms;Benign Neoplasm;Ledderhose disease"
"192" "C0205856" "Neuroma, Acoustic, Unilateral" "G/P" "C0004992" "Benign neoplasm of cranial nerves"
"193" "C0280114" "stage I adult non-Hodgkin's lymphoma" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"194" "C0280115" "stage II adult non-Hodgkin's lymphoma" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"195" "C0023772" "Lipid Metabolism, Inborn Errors" "G/P" "C0020473;C0020480;C0020623;C0023817;C0494345;C0678189;C2047520" "Hyperlipidemia;Hyperlipoproteinemia Type IV;Hypolipoproteinemias;Hyperlipoproteinemia Type I;Disorder of lipoprotein metabolism, unspecified;Hyperlipidemia, group A;Mixed hyperlipidemia (disorder)"
"196" "C0020097" "HTLV-I Infections" "G/P" "C0021051;C0868899" "Immunologic Deficiency Syndromes;Retrovirus infections, not elsewhere classified in ICD10CM"
"197" "C0085307" "Embolism and Thrombosis" "G/P" "C0348668" "Other and unspecified disorders of the circulatory system"
"198" "C1260403" "prothrombin gene mutation" "G/P" "C0029496" "Coagulation defects, other and unspecified"
"199" "C2584409" "Prothrombin G20210A mutation" "G/P" "C0029496" "Coagulation defects, other and unspecified"
"200" "C0877367" "Thyroid malformation" "G/P" "C0000768;C0040128" "Congenital Abnormality;Thyroid Diseases"
"201" "C0038992" "Sweating fever" "A" "C0042769;C0494089" "Virus Diseases;Other specified viral infections characterized by skin and mucous membrane lesions"
"202" "C1868681" "DYSTONIA 12" "A" "C0393593;C0393598" "Dystonia Disorders;Idiopathic familial dystonia"
"203" "C1332219" "Adult Renal Wilms Tumor" "G/P" "C0006826;C0042075;C0268701;C0348362;C0494158;C1261378" "Malignant Neoplasms;Urologic Diseases;Disorder of kidney and ureter, unspecified;Malignant neoplasm of connective and soft tissue, unspecified;Malignant neoplasm of kidney, except pelvis;Encounter due to family history of malignant neoplasm"
"204" "C0004903" "Beckwith-Wiedemann Syndrome" "A" "C0495640" "Congenital malformation syndromes involving early overgrowth"
"205" "C1333015" "Childhood Renal Wilms Tumor" "G/P" "C0006826;C0042075;C0268701;C0348362;C0494158;C1261378" "Malignant Neoplasms;Urologic Diseases;Disorder of kidney and ureter, unspecified;Malignant neoplasm of connective and soft tissue, unspecified;Malignant neoplasm of kidney, except pelvis;Encounter due to family history of malignant neoplasm"
"206" "C0332890" "Congenital hemihypertrophy" "G/P" "C0000768;C0263630;C0270075" "Congenital Abnormality;Hypertrophic disorder of skin, unspecified;Perinatal disorder"
"207" "C0271148" "Secondary open-angle glaucoma" "G/P" "C0017601;C0339573" "Glaucoma;Glaucoma, Primary Open Angle"
"208" "C0595954" "Venous air embolism" "G/P" "C0013924;C0235522" "Embolism and thrombosis of unspecified artery;Disorder of vein"
"209" "C1318713" "Infection due to Human parainfluenza virus 1" "A" "C0348231" "Other viral infections of unspecified site"
"210" "C1282231" "Endogenous endophthalmitis" "G/P" "C0009763;C0022073;C0155384;C0259800" "Conjunctivitis;Iridocyclitis;Other specified disorders of eye and adnexa;Purulent endophthalmitis"
"211" "C1516170" "Cancer Cell Growth" "G/P" "C0027651" "Neoplasms"
"212" "C1865366" "Deafness, Autosomal Dominant 15" "A" "C0018784" "Sensorineural Hearing Loss (disorder)"
"213" "C1854158" "DEAFNESS, AUTOSOMAL DOMINANT 25 (disorder)" "A" "C0018784" "Sensorineural Hearing Loss (disorder)"
"214" "C0278511" "Osteosarcoma localised" "G/P" "C0153509;C0153959;C0154125" "Malignant tumor of bone and articular cartilage;Benign tumor of bone and articular cartilage;Neoplasm of uncertain behavior of soft tissues"
"215" "C2316225" "Chronic headache disorder" "G/P" "C0018681" "Headache"
"216" "C1096253" "Cardiac infection" "G/P" "C0018799" "Heart Diseases"
"217" "C3273083" "EGFR-TKI Sensitizing Mutation" "O" "C0008311;C0149955;C0156273;C0265740;C0265780;C0266011;C0432378;C1609433" "Cholangitis;Annular pancreas;Bladder Diverticulum;Arrhinia;Congenital absence of lung;Accessory nipple;Congenital malformations of other endocrine glands;Congenital absence of kidneys syndrome"
"218" "C0410919" "Fetal bradycardia" "G/P" "C0003811;C0477917" "Cardiac Arrhythmia;Perinatal cardiovascular disorders"
"219" "C0340476" "Re-entrant atrioventricular node tachycardia" "A" "C0348626" "Other specified cardiac arrhythmias"
"220" "C2827503" "HFE-Associated Hereditary Hemochromatosis" "G/P" "C0012715" "Iron Metabolism Disorders"
"221" "C1112343" "Occlusion of iliac vein" "G/P" "C0155802" "Compression of vein"
