"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"19" "C1282506" "Metastasis from malignant tumor of breast" "G/P" "C0006826" "Malignant Neoplasms"
"20" "C3714552" "Weakness" "A" "C0024528" "Malaise and fatigue"
"21" "C3714756" "Intellectual Disability" "A" "C0025362;C0476648" "Mental Retardation;Limitation of activities due to disability"
"22" "C0563521" "Disseminated malignancy of unknown primary" "G/P" "C0006826;C0348355" "Malignant Neoplasms;Kaposi's sarcoma of multiple organs"
"23" "C1282496" "Metastasis from malignant tumor of prostate" "G/P" "C0006826" "Malignant Neoplasms"
"24" "C1847835" "VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding)" "G/P" "C0478124;C0494871;C0549567" "Other and unspecified skin changes;Leukoderma, not elsewhere classified;Pigmentation Disorders"
"25" "C3714644" "Thymus Neoplasms" "A" "C0751552" "Malignant neoplasm of thymus"
"26" "C2586211" "Thrombosis of blood vessel" "G/P" "C0263978;C0494623" "Disorder of soft tissue;Embolism and thrombosis of unspecified vein"
"27" "C1282502" "Metastasis from malignant tumor of liver" "G/P" "C0006826" "Malignant Neoplasms"
"28" "C1511566" "Cutaneous B-Cell Non-Hodgkin Lymphoma" "G/P" "C0024305;C0348396" "Lymphoma, Non-Hodgkin;B-cell lymphoma, unspecified"
"29" "C1336967" "Virus-Related Carcinoma" "G/P" "C0006826;C0042769" "Malignant Neoplasms;Virus Diseases"
"30" "C3541994" "Drug Hypersensitivity Syndrome" "G/P" "C0451939" "Generalized skin eruption due to drugs and medicaments"
"31" "C3714506" "Meckel syndrome type 1" "A" "C0014065;C0022680" "Congenital cerebral hernia;Polycystic Kidney Diseases"
"32" "C0034341" "Pyruvate Carboxylase Deficiency Disease" "A" "C0348946" "Disorders of pyruvate metabolism and gluconeogenesis"
"33" "C0406775" "Symmetrical dyschromatosis of extremities" "A" "C0549567" "Pigmentation Disorders"
"34" "C2062763" "benzodiazepine abuse" "G/P" "C0149654;C0349172;C0349173;C0349269;C0409910;C0478506;C0494386;C0494387" "Conduct Disorder;Mental and behavioral disorders due to use of volatile solvents, acute intoxication;Mental and behavioral disorders due to use of volatile solvents, harmful use;Abuse of non-dependence-producing substances;Gout secondary to drug;Unspecified adverse effect of drug or medicament;Mental and behavioral disorders due to multiple drug use and use of psychoactive substances, acute intoxication;Mental and behavioral disorders due to multiple drug use and use of psychoactive substances, harmful use"
"35" "C3839589" "Secondary osteoporosis" "G/P" "C0029456" "Osteoporosis"
"36" "C3714534" "dowling-degos disease" "A" "C0162818" "Skin Diseases, Papulosquamous"
"37" "C3826457" "Diabetes in children" "G/P" "C0011849" "Diabetes Mellitus"
"38" "C0521619" "Obstruction of pelviureteric junction" "A" "C0495051" "Kinking and stricture of ureter without hydronephrosis"
"39" "C3811653" "Experimental Organism Basal Cell Carcinoma" "O" "C0007114;C0027651" "Malignant neoplasm of skin;Neoplasms"
"40" "C0042251" "Vaginal Diseases" "A" "C0156383" "Noninflammatory disorder of the vagina"
"41" "C3839861" "Medically unexplained symptom" "A" "C0478156" "Other specified general symptoms and signs"
"42" "C3714607" "Filtering bleb" "G/P" "C0477529" "Other specified disorders of skin and subcutaneous tissue"
"43" "C1879358" "Primary malignant neoplasm of endometrium" "A" "C0007103" "Malignant neoplasm of endometrium"
"44" "C1832814" "Rolandic Epilepsy, Mental Retardation, And Speech Dyspraxia, Autosomal Dominant" "A" "C0003635" "Apraxias"
"45" "C3840212" "Cannabis withdrawal" "G/P" "C0029104;C0494389" "Opioid withdrawal;Mental and behavioral disorders due to multiple drug use and use of psychoactive substances, withdrawal state"
"46" "C1855553" "Pyruvate Dehydrogenase E3-Binding Protein Deficiency" "G/P" "C0348946" "Disorders of pyruvate metabolism and gluconeogenesis"
"47" "C3714580" "HYPOKALEMIC PERIODIC PARALYSIS, TYPE 1" "G/P" "C1279412" "periodic paralysis (finding)"
"48" "C2981401" "Stage IIIA Colorectal Cancer" "G/P" "C0007102" "Malignant tumor of colon"
"49" "C1707251" "Cancer Other" "G/P" "C0027651" "Neoplasms"
"50" "C2745945" "Juvenile-Onset Vitelliform Macular Dystrophy" "G/P" "C0154860" "Hereditary retinal dystrophy"
"51" "C1832544" "DIABETES MELLITUS, NONINSULIN-DEPENDENT, 1 (disorder)" "A" "C0011860" "Diabetes Mellitus, Non-Insulin-Dependent"
"52" "C1402450" "Late effect of traumatic injury to brain" "G/P" "C0478519;C0496161;C0496165;C0496170;C3263723" "Sequelae of injuries of lower limb;Sequelae of injuries of head;Sequelae of injuries of neck and trunk;Sequelae of injuries of upper limb;Traumatic injury"
"53" "C0274311" "Complication of surgical procedure" "A" "C0496137" "Unspecified complication of procedure"
"54" "C0333490" "Medial degeneration" "G/P" "C0017327" "Generalized atherosclerosis"
"55" "C3178806" "Right Atrial Isomerism" "G/P" "C0010314;C0013080;C0018798;C0024796;C0037997;C1956097" "Cri-du-Chat Syndrome;Down Syndrome;Congenital Heart Defects;Marfan Syndrome;Splenic Diseases;Wolf-Hirschhorn Syndrome"
"56" "C3665596" "Warts" "A" "C0043037" "Common wart"
"57" "C2931833" "Hyperinsulinemic hypoglycemia, familial, 2" "G/P" "C1263961" "Disorder of pancreatic internal secretion"
"58" "C0565599" "Maternal hypertension" "G/P" "C0495180" "Gestational [pregnancy-induced] hypertension without significant proteinuria"
"59" "C1837475" "Insulin-Like Growth Factor I Deficiency" "A" "C0018784" "Sensorineural Hearing Loss (disorder)"
"60" "C1842642" "Diabetes Mellitus, Noninsulin-Dependent, Type 4" "A" "C0011860" "Diabetes Mellitus, Non-Insulin-Dependent"
"61" "C1969807" "Dystonia, Focal, Task-Specific" "A" "C0393593" "Dystonia Disorders"
"62" "C1997710" "Bullying of child (finding of aggressive behavior)" "G/P" "C0375193;C0478141" "Other conduct disorders;Other symptoms and signs involving appearance and behavior"
"63" "C3828416" "Radiation Damage" "G/P" "C0034525" "Effects of radiation"
"64" "C1282492" "Metastasis from malignant tumor of bone" "G/P" "C0006826" "Malignant Neoplasms"
"65" "C0278862" "ACTH-producing pituitary tumour" "G/P" "C0496944" "Neoplasm of uncertain or unknown behavior of pituitary gland"
"66" "C3714760" "Drug-induced tardive dyskinesia" "G/P" "C0393593;C0409910;C0477355;C0478506" "Dystonia Disorders;Gout secondary to drug;Extrapyramidal and movement disorders;Unspecified adverse effect of drug or medicament"
"67" "C0205770" "Choroid Plexus Papilloma" "G/P" "C0086692;C0496899" "Benign Neoplasm;Benign neoplasm of brain, unspecified"
"68" "C0206727" "Nerve Sheath Tumors" "G/P" "C0152025;C0263978;C0477401;C0495680;C0496940" "Polyneuropathy;Disorder of soft tissue;Other disorders of peripheral nervous system;Localized swelling, mass and lump, unspecified;Neoplasm of uncertain or unknown behavior of central nervous system"
"69" "C0857177" "Arthritic pains" "A" "C0003862" "Arthralgia"
"70" "C3825704" "Schizophrenics" "A" "C0036341" "Schizophrenia"
"71" "C0280253" "stage, gastric cancer" "G/P" "C0024623" "Malignant neoplasm of stomach"
"72" "C3839737" "High astigmatism" "A" "C0004106" "Astigmatism"
"73" "C3826069" "Leprosy--Patients" "A" "C0023343" "Leprosy"
"74" "C0424366" "Self-harm" "A" "C0348774" "Other problems related to lifestyle"
"75" "C1516061" "Astler-Coller B1 Rectal Carcinoma" "G/P" "C0027651" "Neoplasms"
"76" "C3714509" "Nutrition Disorders" "A" "C0162429" "Malnutrition"
"77" "C2869950" "Unspecified injury of foot" "G/P" "C0348772" "Unspecified injury of ankle and foot"
"78" "C1377785" "Nasal cavity carcinoma" "G/P" "C0037272;C0728864" "Disease of Skin and Appendages;Malignant neoplasm of nasal cavity"
"79" "C0403641" "Functional disorder of bladder" "A" "C0477761" "Neuromuscular dysfunction of bladder, unspecified"
"80" "C1997375" "Dependence on dialysis due to end stage renal disease" "G/P" "C2945570" "Encounter due to dependence on renal dialysis"
"81" "C0403464" "End stage renal failure on dialysis" "G/P" "C0022661;C2945570" "Kidney Failure, Chronic;Encounter due to dependence on renal dialysis"
"82" "C0743072" "Psychosis depressive" "G/P" "C0013415;C0233407;C0349204;C0349217;C0349227;C0349709" "Dysthymic Disorder;Disorientation;Nonorganic psychosis;Depressive episode, unspecified;Other specified mood [affective] disorders;Acute schizophrenia-like psychotic disorder"
"83" "C1136202" "Post-Concussive Syndrome, Chronic" "G/P" "C0546983" "Post-Concussion Syndrome"
"84" "C3840085" "Disorder of Achilles tendon" "A" "C0477645" "Disorder of synovium and tendon, unspecified"
"85" "C0151950" "Deep thrombophlebitis" "A" "C1367972" "Phlebitis and thrombophlebitis"
"86" "C1827878" "Refractory localization-related epilepsy" "G/P" "C0014544;C0494471" "Epilepsy;Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures"
"87" "C1960272" "Latent autoimmune diabetes mellitus in adult" "A" "C0159069;C0494284" "abnormal glucose tolerance test;Type 1 diabetes mellitus without complication"
"88" "C2919651" "Aseptic necrosis of bone of hip" "G/P" "C0029445;C0451877;C0451878;C0556003" "Bone necrosis;Idiopathic aseptic necrosis of bone;Osteonecrosis due to drugs;Osteonecrosis in caisson disease"
"89" "C0242155" "urinary pain" "O" "C0013428;C0152169" "Dysuria;Renal Colic"
"90" "C0341973" "Maternal pyrexia in labor" "A" "C0495278" "Pyrexia during labor, not elsewhere classified in ICD10CM"
"91" "C0570537" "Non-steroidal anti-inflammatory drug allergy" "G/P" "C0478506" "Unspecified adverse effect of drug or medicament"
"92" "C1635270" "Allergic reaction to pollen" "A" "C0018621" "Hay fever"
"93" "C0751056" "Non-epileptic convulsion" "G/P" "C0478149" "Other and unspecified convulsions"
"94" "C1969443" "Trifunctional Protein Deficiency With Myopathy And Neuropathy" "A" "C0027765;C0878544" "nervous system disorder;Cardiomyopathies"
"95" "C3839741" "Core binding factor acute myeloid leukemia" "A" "C0023467" "Leukemia, Myelocytic, Acute"
"96" "C3697162" "Chronic post-concussion headache" "A" "C0393745" "Chronic post-traumatic headache"
"97" "C1963065" "Apnea Adverse Event" "O" "C0478114;C1313952" "Other and unspecified abnormalities of breathing;Respiration intermittent"
"98" "C1282449" "Low grade B-cell lymphoma morphology" "G/P" "C0348396" "B-cell lymphoma, unspecified"
"99" "C1302210" "Toxicity due to radiotherapy" "A" "C0034525" "Effects of radiation"
"100" "C1282508" "Metastasis from malignant tumor of lung" "G/P" "C0006826" "Malignant Neoplasms"
"101" "C0398734" "Mannan-binding protein deficiency" "A" "C0494266" "Other specified immunodeficiencies"
"102" "C3543852" "Functional quadriplegia" "A" "C0034372" "Quadriplegia"
"103" "C0017650" "Globus Hystericus" "A" "C0349249" "Other somatoform disorders"
"104" "C0000772" "Multiple congenital anomalies" "A" "C0010314;C0013080;C0024796;C1956097" "Cri-du-Chat Syndrome;Down Syndrome;Marfan Syndrome;Wolf-Hirschhorn Syndrome"
"105" "C3814530" "Skin Vesicle" "G/P" "C0085932" "Skin Diseases, Bullous"
"106" "C1290211" "Diabetic mixed sensory-motor polyneuropathy" "G/P" "C0271680" "Diabetic Polyneuropathies"
"107" "C0850671" "Non-diabetic hyperglycemia" "A" "C0020456" "Hyperglycemia"
"108" "C2676137" "Diamond-Blackfan Anemia 1" "G/P" "C0431766;C0702159" "Congenital malformation syndromes involving limbs;Constitutional aplastic anemia"
"109" "C0392681" "Asthmatic breathing" "A" "C0043144" "Wheezing"
"110" "C0866323" "Severe toxemia" "O" "C0341950" "Severe pre-eclampsia"
"111" "C1832387" "DIABETES MELLITUS, NONINSULIN-DEPENDENT, 2 (disorder)" "A" "C0011860" "Diabetes Mellitus, Non-Insulin-Dependent"
"112" "C2315536" "Patellofemoral stress syndrome" "A" "C0409325" "Disorder of patellofemoral joint"
"113" "C3697706" "Congestive heart failure due to cardiomyopathy" "G/P" "C0018802" "Congestive heart failure"
"114" "C3839489" "Calcineurin inhibitor poisoning" "G/P" "C0274829;C0412836" "Toxic effect of chiefly nonmedicinal substance;Poisoning by antineoplastic AND/OR immunosuppressive drug"
"115" "C0016399" "Epilepsy, Partial, Motor" "G/P" "C0494471" "Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures"
"116" "C0553755" "Motor epilepsy" "G/P" "C0014544;C0494471" "Epilepsy;Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures"
"117" "C1268945" "ACE inhibitor-aggravated angioedema" "G/P" "C0002994;C0451939;C0869186" "Angioedema;Generalized skin eruption due to drugs and medicaments;Other antihypertensive drugs, NEC causing adverse effects in therapeutic use in ICD10AM_2000"
"118" "C3812392" "Drug Side Effects" "O" "C0478506" "Unspecified adverse effect of drug or medicament"
"119" "C3826238" "Hand--Abnormalities" "A" "C0018566" "Congenital Hand Deformities"
"120" "C0433365" "Superficial partial thickness burn" "G/P" "C0478393;C0496071" "Other injuries of unspecified body region;Burn of second degree, body region unspecified"
"121" "C3838785" "Catheter-associated urinary tract infection" "G/P" "C0042029;C0161786;C0496146" "Urinary tract infection;Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts;Unspecified complication of genitourinary prosthetic device, implant and graft"
"122" "C3850141" "Acute-On-Chronic Liver Failure" "G/P" "C0085605" "Liver Failure"
"123" "C1389625" "damage; brain, child" "A" "C0392549" "Infantile cerebral palsy"
"124" "C1863594" "Diabetes Mellitus, Noninsulin-Dependent, 3" "A" "C0011860" "Diabetes Mellitus, Non-Insulin-Dependent"
"125" "C0549469" "System disorder of the nervous system" "A" "C0027765" "nervous system disorder"
"126" "C3714731" "Early childhood caries" "A" "C0011334" "Dental caries"
"127" "C3839507" "Diminished ovarian reserve" "A" "C0156366" "Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
"128" "C3695318" "Chronic kidney disease due to hypertension" "G/P" "C0022661;C0848548" "Kidney Failure, Chronic;hypertensive nephropathy"
"129" "C0013491" "Ecchymosis" "A" "C0869085" "Hemorrhage, not elsewhere classified in ICD10CM"
"130" "C1955860" "Leukemia, Natural Killer Cell Large Granular Lymphocytic" "G/P" "C0023434" "Chronic Lymphocytic Leukemia"
"131" "C1512709" "Chronic Lymphoproliferative Disorder of NK-Cells" "G/P" "C0494214" "Neoplasm of uncertain or unknown behavior of lymphoid, hematopoietic and related tissue, unspecified"
"132" "C0339498" "Central retinal vein occlusion with macular edema" "G/P" "C0339438;C0348552" "Other retinal disorders;Other retinal vascular occlusions"
"133" "C1096081" "Bone swelling" "G/P" "C0263660" "Musculoskeletal and connective tissue disorders"
"134" "C0520555" "Congenital anomaly of head" "A" "C0495615" "Congenital abnormality of skull and face bones"
"135" "C1866041" "DIABETES MELLITUS, INSULIN-DEPENDENT, 6" "A" "C0011854" "Diabetes Mellitus, Insulin-Dependent"
"136" "C0393392" "Infection after vaccination" "G/P" "C0274310;C0348336;C0869272" "Complication of surgical and medical care, unspecified;Other and unspecified infectious diseases;Complications of surgical and medical care, not elsewhere classified in ICD10CM"
"137" "C1282926" "Rotator cuff impingement syndrome" "A" "C0376685" "Shoulder Impingement Syndrome"
"138" "C3805083" "Portal fibrosis" "G/P" "C0020541;C0494791" "Hypertension, Portal;Hepatic fibrosis and cirrhosis"
"139" "C3811884" "BRAF V600 Mutation" "O" "C0008311;C0149955;C0156273;C0265740;C0265780;C0266011;C0432378;C1609433" "Cholangitis;Annular pancreas;Bladder Diverticulum;Arrhinia;Congenital absence of lung;Accessory nipple;Congenital malformations of other endocrine glands;Congenital absence of kidneys syndrome"
"140" "C0741709" "breast fullness" "G/S" "C0024528" "Malaise and fatigue"
"141" "C3839280" "High grade serous carcinoma" "G/P" "C0348374" "Malignant neoplasm of central nervous system"
"142" "C1334363" "large cell neuroendocrine carcinoma of lung" "G/P" "C0153658;C0348343" "Malignant neoplasm of endocrine gland;Malignant neoplasm of bronchus or lung, unspecified"
"143" "C3714686" "child allergy" "O" "C0001948" "Alcohol consumption"
"144" "C1963162" "Lymphocele Adverse Event" "O" "C0348660" "Other specified noninfective disorders of lymphatic vessels and lymph nodes"
"145" "C0558161" "Breastfeeding painful" "A" "C0024902;C0157669" "Mastodynia;Other and unspecified disorders of lactation"
"146" "C3840049" "Dysexecutive syndrome" "A" "C0349090" "Other specified mental disorders due to brain damage and dysfunction and to physical disease"
"147" "C0009946" "Conversion disorder" "A" "C0349247;C1442976" "Mixed dissociative [conversion] disorders;Dissociative [conversion] disorder, unspecified"
"148" "C0947976" "Anaemias due to chronic disorders" "G/P" "C0002871" "Anemia"
"149" "C3840211" "Acute rupture of Achilles tendon" "A" "C0495953" "Achilles tendon injury"
"150" "C0264726" "Chronic left-sided heart failure" "A" "C0023212" "Left-Sided Heart Failure"
"151" "C1455705" "Pulmonary Histiocytosis X" "G/P" "C0014457;C0023381;C0154103;C0406047;C0494176;C0494214;C0494362" "Eosinophilia;Letterer-Siwe Disease;Neoplasm of uncertain behavior of trachea, bronchus and lung;Local infection skin/subcut tissue NOS;Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue;Neoplasm of uncertain or unknown behavior of lymphoid, hematopoietic and related tissue, unspecified;Other specified metabolic disorders"
"152" "C1298180" "Single tumor" "O" "C0495680;C0495680" "Localized swelling, mass and lump, unspecified;Localized swelling, mass and lump, unspecified"
"153" "C3650625" "Abnormal uterine bleeding" "A" "C0495117" "Abnormal uterine and vaginal bleeding, unspecified"
"154" "C0342307" "Impaired glucose tolerance in pregnancy" "A" "C0495317" "Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
"155" "C1282448" "B-cell lymphoma morphology" "G/P" "C0348396" "B-cell lymphoma, unspecified"
"156" "C0518443" "skin abrasion" "G/P" "C0178298;C0478385;C0478393;C3263723" "Skin and subcutaneous tissue disorders;Superficial injury of unspecified body region;Other injuries of unspecified body region;Traumatic injury"
"157" "C0237322" "Tenting - skin" "G/S" "C0012242;C0152945;C0478117" "Digestive System Disorders;Gastrointestinal anthrax;Symptoms and signs involving the digestive system and abdomen (R10-R19)"
"158" "C1737205" "HIV-associated retinopathy" "O" "C0015397;C0019693;C0035309" "Disorder of eye;HIV Infections;Retinal Diseases"
"159" "C1761609" "Aspiration pneumonitis" "A" "C0260334" "Pneumonitis due to inhalation of food or vomitus"
"160" "C3665593" "Nevus, Epidermal" "A" "C0027962" "Melanocytic nevus"
"161" "C0850803" "Anaphylaxis (non medication)" "G/P" "C0002792" "anaphylaxis"
"162" "C1096155" "Macrophage Activation Syndrome" "A" "C0024291;C0477320" "Lymphohistiocytosis, Hemophagocytic;Other histiocytosis syndromes"
"163" "C1867020" "SCALP-EAR-NIPPLE SYNDROME" "A" "C0848558" "Hypospadias"
"164" "C0751174" "Glycogen Storage Disease Type II, Juvenile" "G/P" "C0017919" "Glycogen Storage Disease"
"165" "C1334055" "Human Papillomavirus-Related Malignant Neoplasm" "G/P" "C0006826;C0042769" "Malignant Neoplasms;Virus Diseases"
"166" "C3665394" "malignant skin neoplasm of breast" "G/P" "C0006142;C0007114" "Malignant neoplasm of breast;Malignant neoplasm of skin"
"167" "C3839062" "Perivascular epithelioid tumor, malignant" "G/P" "C0348374;C0496950" "Malignant neoplasm of central nervous system;Neoplasm of uncertain or unknown behavior of endocrine gland"
"168" "C3811055" "Absence of Biallelic TCRgamma Deletion" "O" "C0008311;C0149955;C0156273;C0265740;C0265780;C0266011;C0432378;C1609433" "Cholangitis;Annular pancreas;Bladder Diverticulum;Arrhinia;Congenital absence of lung;Accessory nipple;Congenital malformations of other endocrine glands;Congenital absence of kidneys syndrome"
"169" "C0341296" "Malabsorption due to intolerance to cow's milk protein" "G/S" "C0012242;C0152945" "Digestive System Disorders;Gastrointestinal anthrax"
"170" "C0153685" "Secondary malignant neoplasm of kidney" "A" "C0494167" "Secondary malignant neoplasm of kidney and renal pelvis"
"171" "C0522205" "Sexual inhibition" "G/P" "C0349251;C0349261;C3714744" "Behavioral syndrome associated with physiological disturbance and physical factors;Other sexual dysfunction, not caused by organic disorder or disease;Psychosexual dysfunction"
"172" "C2349669" "Necrotizing enterocolitis of newborn" "G/P" "C0159000" "Disorder of digestive system specific to fetus OR newborn"
"173" "C1282471" "Local recurrence of malignant tumor of breast" "G/P" "C0006142" "Malignant neoplasm of breast"
"174" "C1336286" "Stage II Follicular Lymphoma" "G/P" "C0024301" "Lymphoma, Follicular"
"175" "C1275420" "Extra-abdominal fibromatosis" "G/P" "C0086692;C0158360;C0496876" "Benign Neoplasm;Ledderhose disease;Other benign neoplasm of connective and other soft tissue, unspecified"
"176" "C2874249" "x-linked adrenoleukodystrophy cerebral childhood" "G/P" "C0001403;C0010314;C0013080;C0014130;C0023895;C0024796;C0025362;C0085584;C0151467;C0154223;C0221018;C0266449;C0268701;C0348489;C0348943;C0494314;C0494362;C0495643;C1609433;C1956097" "Addison Disease;Cri-du-Chat Syndrome;Down Syndrome;Endocrine System Diseases;Liver diseases;Marfan Syndrome;Mental Retardation;Encephalopathies;Addisonian crisis;other endocrine disorders;Hereditary sideroblastic anemia;Congenital anomaly of brain;Disorder of kidney and ureter, unspecified;Other sphingolipidosis;Drug-induced adrenocortical insufficiency;Other and unspecified adrenocortical insufficiency;Other specified metabolic disorders;Multiple congenital malformations, not elsewhere classified;Congenital absence of kidneys syndrome;Wolf-Hirschhorn Syndrome"
"177" "C3812660" "Skin Bruise" "G/P" "C0159039;C0478385;C0478393" "Spontaneous bruising;Superficial injury of unspecified body region;Other injuries of unspecified body region"
"178" "C0746383" "fracture of angle of mandible" "G/P" "C0024692" "Mandibular Fractures"
"179" "C3839346" "Heart failure with reduced ejection fraction" "A" "C0018801" "Heart failure"
"180" "C3811918" "GRN-related frontotemporal dementia" "G/P" "C0008626;C0025517;C0221394;C0497327" "Congenital chromosomal disease;Metabolic Diseases;Circumscribed atrophy of brain;Dementia"
"181" "C0855146" "Precursor B-lymphoblastic lymphoma" "G/P" "C0079748;C0348396" "Precursor cell lymphoblastic lymphoma;B-cell lymphoma, unspecified"
"182" "C3838864" "Insertional Achilles tendinopathy" "A" "C0477649" "Other specified disorders of synovium and tendon"
"183" "C3839712" "Allosensitization" "G/P" "C0020517" "Hypersensitivity"
"184" "C0598639" "Hypercortisolemia" "G/P" "C0014130" "Endocrine System Diseases"
"185" "C1264605" "Post-viral disorder" "O" "C0042769" "Virus Diseases"
"186" "C3839927" "Secondary cerebrovascular disease" "A" "C0348639" "Other specified cerebrovascular diseases"
"187" "C0347390" "Skin Papilloma" "G/P" "C0027962;C0043037;C0086692;C0496885" "Melanocytic nevus;Common wart;Benign Neoplasm;Other benign neoplasm of skin, unspecified"
"188" "C3714873" "Axenfeld-Rieger Syndrome, Type 1" "G/P" "C0478147" "General symptoms and signs (R50-R69)"
"189" "C0278686" "Ovarian epithelial cancer stage II" "G/P" "C0006826;C0027651;C1140680" "Malignant Neoplasms;Neoplasms;Malignant neoplasm of ovary"
"190" "C1864068" "DIABETES MELLITUS, INSULIN-DEPENDENT, 17" "A" "C0011854" "Diabetes Mellitus, Insulin-Dependent"
"191" "C1838262" "DIABETES MELLITUS, INSULIN-DEPENDENT, 3" "A" "C0011854" "Diabetes Mellitus, Insulin-Dependent"
"192" "C0406811" "Reticulate acropigmentation of Kitamura" "G/P" "C0008626;C0178298;C0494870" "Congenital chromosomal disease;Skin and subcutaneous tissue disorders;Other melanin hyperpigmentation"
"193" "C0877510" "Precancerous skin lesion" "G/P" "C0006826;C0178298;C0221271" "Malignant Neoplasms;Skin and subcutaneous tissue disorders;Elastosis perforans serpiginosa"
"194" "C0278496" "Malignant neoplasm of stomach stage II" "G/P" "C0024623" "Malignant neoplasm of stomach"
"195" "C0745091" "Hypereosinophilia" "A" "C0014457" "Eosinophilia"
"196" "C0409961" "Arthritis associated with another disorder" "G/P" "C0022408" "Arthropathy"
"197" "C2103602" "autoimmune primary adrenal insufficiency" "G/P" "C0001403" "Addison Disease"
"198" "C3714497" "Reactive airway disease" "A" "C0348713" "Other specified respiratory disorders"
"199" "C0014059" "Encephalomyelitis, Acute Disseminated" "G/P" "C0011302;C0243010" "Demyelinating disease of central nervous system;Viral Encephalitis"
"200" "C1518693" "clear cell adenocarcinoma of ovary" "G/P" "C0006826;C0027651;C1140680" "Malignant Neoplasms;Neoplasms;Malignant neoplasm of ovary"
"201" "C3203738" "Fowler syndrome" "A" "C0348769" "Other specified disorders of urethra"
"202" "C1836438" "Familial neurocardiogenic syncope" "G/P" "C0039070" "Syncope"
"203" "C3826850" "Vulvar Intraepithelial Neoplasia, Usual Type" "G/P" "C0346210" "Vulval intraepithelial neoplasia"
"204" "C0241911" "Chronic non-A non-B hepatitis" "A" "C0348200" "Other chronic viral hepatitis"
"205" "C0272327" "Hereditary factor X deficiency disease" "A" "C0494242" "Hereditary deficiency of other clotting factors"
"206" "C3549742" "Breast cancer, lobular" "G/P" "C0027651" "Neoplasms"
"207" "C0854793" "Hepatic neoplasm malignant non-resectable" "A" "C0345904" "Malignant neoplasm of liver"
"208" "C0428538" "Disorder of immunoglobulin" "G/P" "C0041806" "Unspecified disorder of immune mechanism"
"209" "C0849963" "Feeling nervous" "O" "C0027769" "Nervousness"
"210" "C0280188" "recurrent adult diffuse large cell lymphoma" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"211" "C1266088" "Adenocarcinoma with neuroendocrine differentiation" "G/P" "C0006826;C0496950" "Malignant Neoplasms;Neoplasm of uncertain or unknown behavior of endocrine gland"
"212" "C3839870" "Chronic kidney disease stage 3B" "G/P" "C0022661" "Kidney Failure, Chronic"
"213" "C0460035" "Extension of cerebrovascular accident" "A" "C0007785" "Cerebral Infarction"
