"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"27" "C1171258" "Complication Aspects" "O" "C0019693;C0027066;C0029422;C0032326" "HIV Infections;Myoclonus;Osteochondrodysplasias;Pneumothorax"
"28" "C0002395" "Alzheimer's Disease" "I" "C0002395" "Alzheimer's Disease"
"29" "C0700201" "Dyssomnias" "A" "C0851578" "Sleep Disorders"
"30" "C1270972" "Mild cognitive disorder" "I" "C1270972" "Mild cognitive disorder"
"31" "C0233794" "Memory impairment" "A" "C0002624;C0233795;C0478135" "Retrograde amnesia;Amnesia, Anterograde;Other amnesia"
"32" "C0233698" "Noesis" "G/P" "C0004936;C0027765;C0478136;C0556006" "Mental disorders;nervous system disorder;Other and unspecified symptoms and signs involving cognitive functions and awareness;Mental, behavioral disorders"
"33" "C0085631" "Agitation" "A" "C0476482" "Restlessness and agitation"
"34" "C0600427" "Cocaine Dependence" "I" "C0600427" "Cocaine Dependence"
"35" "C0524662" "Opiate Addiction" "A" "C0029104;C0349106;C0349107;C0349108;C0349109;C0349110;C0349111;C0494376;C0494389" "Opioid withdrawal;Mental and behavioral disorders due to use of opioids, withdrawal state with delirium;Mental and behavioral disorders due to use of opioids, psychotic disorder;Mental and behavioral disorders due to use of opioids, amnesic syndrome;Mental and behavioral disorders due to use of opioids, residual and late-onset psychotic disorder;Mental and behavioral disorders due to use of opioids, other mental and behavioral disorders;Mental and behavioral disorders due to use of opioids, unspecified mental and behavioral disorder;Mental and behavioral disorders due to use of opioids, dependence syndrome;Mental and behavioral disorders due to multiple drug use and use of psychoactive substances, withdrawal state"
"36" "C0001175" "Acquired Immunodeficiency Syndrome" "A" "C0019693" "HIV Infections"
"37" "C0013146" "Drug abuse" "G/P" "C0004936;C0478136;C1621955" "Mental disorders;Other and unspecified symptoms and signs involving cognitive functions and awareness;Physical abuse"
"38" "C0009171" "Cocaine Abuse" "A" "C0349133;C0349134" "Mental and behavioral disorders due to use of cocaine, acute intoxication;Mental and behavioral disorders due to use of cocaine, harmful use"
"39" "C0085281" "Addictive Behavior" "G/P" "C0004936;C0478141" "Mental disorders;Other symptoms and signs involving appearance and behavior"
"40" "C0019337" "Heroin Dependence" "A" "C0494376" "Mental and behavioral disorders due to use of opioids, dependence syndrome"
"41" "C0009443" "Common Cold" "I" "C0009443" "Common Cold"
"42" "C0038561" "Submersion" "G/P" "C3263723" "Traumatic injury"
"43" "C0274281" "Injury due to exposure to external cause" "A" "C3263723" "Traumatic injury"
"44" "C0041671" "Attention Deficit Disorder" "A" "C1263846" "Attention deficit hyperactivity disorder"
"45" "C0339002" "Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type" "A" "C0579986;C1263846" "Disturbance of activity and attention;Attention deficit hyperactivity disorder"
"46" "C0600241" "Heroin Abuse" "O" "C0494376" "Mental and behavioral disorders due to use of opioids, dependence syndrome"
"47" "C1263846" "Attention deficit hyperactivity disorder" "I" "C1263846" "Attention deficit hyperactivity disorder"
"48" "C0028043" "Nicotine Dependence" "A" "C0040332" "Tobacco Dependence"
"49" "C3496069" "cocaine use" "G/P" "C0494395;C0556008" "Mental and behavioral disorders due to multiple drug use and use of psychoactive substances, unspecified mental and behavioral disorder;Mental and behavioral disorders due to psychoactive substance use (F10-F19)"
"50" "C0009178" "Cocaine withdrawal" "A" "C0349135" "Mental and behavioral disorders due to use of cocaine, withdrawal state"
"51" "C0439857" "Dependence" "G/P" "C0004936;C0478136;C0481391" "Mental disorders;Other and unspecified symptoms and signs involving cognitive functions and awareness;Lifestyle-related condition"
"52" "C1456624" "Methamphetamine abuse" "A" "C0349143" "Mental and behavioral disorders due to use of other stimulants including caffeine, harmful use"
"53" "C1533217" "Methamphetamine dependence" "A" "C0349144" "Mental and behavioral disorders due to use of other stimulants including caffeine, dependence syndrome"
"54" "C2825032" "Withdrawal (dysfunction)" "G/P" "C0037448" "Socialized behavior disorder"
"55" "C2711618" "Stimulant dependence" "G/P" "C0494388" "Mental and behavioral disorders due to multiple drug use and use of psychoactive substances, dependence syndrome"
"56" "C0740858" "Substance abuse problem" "G/P" "C0004936;C0149654;C0478136" "Mental disorders;Conduct Disorder;Other and unspecified symptoms and signs involving cognitive functions and awareness"
"57" "C0029104" "Opioid withdrawal" "I" "C0029104" "Opioid withdrawal"
"58" "C0155502" "Benign Paroxysmal Positional Vertigo" "A" "C0494557" "Benign paroxysmal vertigo"
"59" "C0395947" "Autoimmune disorder of inner ear" "G/P" "C0022893;C0477583" "Labyrinthitis;Systemic involvement of connective tissue, unspecified"
"60" "C0700198" "Pulmonary aspiration" "G/P" "C0478147" "General symptoms and signs (R50-R69)"
"61" "C0271429" "Acute otitis media" "A" "C0029882" "Otitis Media"
"62" "C0030319" "Panic Disorder" "I" "C0030319" "Panic Disorder"
"63" "C1868649" "PANIC DISORDER 1" "O" "C0005686;C0030319;C0030319;C0030319" "Urinary Bladder Diseases;Panic Disorder;Panic Disorder;Panic Disorder"
"64" "C0005586" "Bipolar Disorder" "I" "C0005586" "Bipolar Disorder"
"65" "C0031572" "Phobia, Social" "I" "C0031572" "Phobia, Social"
"66" "C0036341" "Schizophrenia" "I" "C0036341" "Schizophrenia"
"67" "C0028768" "Obsessive-Compulsive Disorder" "I" "C0028768" "Obsessive-Compulsive Disorder"
"68" "C1269683" "Major Depressive Disorder" "G/P" "C0013415;C0036349;C0349217;C0349227" "Dysthymic Disorder;Paranoid Schizophrenia;Depressive episode, unspecified;Other specified mood [affective] disorders"
"69" "C0041696" "Unipolar Depression" "G/P" "C0013415;C0349217;C0349227" "Dysthymic Disorder;Depressive episode, unspecified;Other specified mood [affective] disorders"
"70" "C2063866" "Depressive Disorder, Treatment-Resistant" "G/P" "C0013415;C0036349;C0349217;C0349227" "Dysthymic Disorder;Paranoid Schizophrenia;Depressive episode, unspecified;Other specified mood [affective] disorders"
"71" "C0011570" "Mental Depression" "G/P" "C0013415;C0349217;C0349227" "Dysthymic Disorder;Depressive episode, unspecified;Other specified mood [affective] disorders"
"72" "C0011581" "Depressive disorder" "A" "C0013415;C0349217;C0349227" "Dysthymic Disorder;Depressive episode, unspecified;Other specified mood [affective] disorders"
"73" "C0349217" "Depressive episode, unspecified" "I" "C0349217" "Depressive episode, unspecified"
"74" "C0025193" "Melancholia" "G/P" "C0013415;C0349217;C0349227" "Dysthymic Disorder;Depressive episode, unspecified;Other specified mood [affective] disorders"
"75" "C0038436" "Post-Traumatic Stress Disorder" "I" "C0038436" "Post-Traumatic Stress Disorder"
"76" "C0851578" "Sleep Disorders" "I" "C0851578" "Sleep Disorders"
"77" "C0037317" "Sleep disturbances" "A" "C0037315;C0037672;C0851578" "Sleep Apnea Syndromes;Somnambulism;Sleep Disorders"
"78" "C0003469" "Anxiety Disorders" "I" "C0003469" "Anxiety Disorders"
"79" "C0008060" "child abuse behavior" "A" "C0282350;C0452128;C0452129;C0480746;C0730557;C1621955" "Sexual abuse;Maltreatment syndromes;Neglect or abandonment;Other maltreatment syndromes - cause;Emotional abuse;Physical abuse"
"80" "C0001807" "Aggressive behavior" "A" "C0375193;C0478141" "Other conduct disorders;Other symptoms and signs involving appearance and behavior"
"81" "C0149654" "Conduct Disorder" "I" "C0149654" "Conduct Disorder"
"82" "C0221026" "X-linked agammaglobulinemia" "A" "C0494249" "Hereditary hypogammaglobulinemia"
"83" "C0600688" "Toxic effect" "G/P" "C3263723" "Traumatic injury"
"84" "C0338656" "Impaired cognition" "G/P" "C0004936" "Mental disorders"
"85" "C0007286" "Carpal Tunnel Syndrome" "I" "C0007286" "Carpal Tunnel Syndrome"
"86" "C0003864" "Arthritis" "I" "C0003864" "Arthritis"
"87" "C0917801" "Sleeplessness" "A" "C0021603" "Sleep Initiation and Maintenance Disorders"
"88" "C0016053" "Fibromyalgia" "A" "C0035435;C0231528" "Rheumatism;Myalgia"
"89" "C0005940" "Bone Diseases" "I" "C0005940" "Bone Diseases"
"90" "C0029456" "Osteoporosis" "I" "C0029456" "Osteoporosis"
"91" "C0971858" "Arthritis, Collagen-Induced" "G/P" "C0003864" "Arthritis"
"92" "C0577573" "Mass of body region" "G/P" "C0495680" "Localized swelling, mass and lump, unspecified"
"93" "C0242656" "Disease Progression" "G/C" "C0027651" "Neoplasms"
"94" "C0029408" "Degenerative polyarthritis" "A" "C0022408" "Arthropathy"
"95" "C0409959" "Osteoarthritis, Knee" "A" "C0240111" "Arthritis of knee"
"96" "C0024031" "Low Back Pain" "I" "C0024031" "Low Back Pain"
"97" "C0037944" "Spinal Stenosis" "I" "C0037944" "Spinal Stenosis"
"98" "C0264184" "Degenerative spondylolisthesis" "A" "C0038016" "Spondylolisthesis"
"99" "C0242362" "Disk, Herniated" "A" "C0477627" "Other specified intervertebral disc displacement"
"100" "C0003873" "Rheumatoid Arthritis" "I" "C0003873" "Rheumatoid Arthritis"
"101" "C0024131" "Lupus Vulgaris" "A" "C0041296;C0343426" "Tuberculosis;Tuberculosis of skin and subcutaneous tissue"
"102" "C0024138" "Lupus Erythematosus, Discoid" "I" "C0024138" "Lupus Erythematosus, Discoid"
"103" "C0409974" "Lupus Erythematosus" "I" "C0409974" "Lupus Erythematosus"
"104" "C0457950" "Acute low back pain" "A" "C0024031" "Low Back Pain"
"105" "C0024141" "Lupus Erythematosus, Systemic" "I" "C0024141" "Lupus Erythematosus, Systemic"
"106" "C0392519" "Calcium deficiency" "A" "C0342922" "Dietary calcium deficiency"
"107" "C3495559" "Juvenile arthritis" "I" "C3495559" "Juvenile arthritis"
"108" "C0043250" "Injury wounds" "G/P" "C3263723" "Traumatic injury"
"109" "C0024198" "Lyme Disease" "I" "C0024198" "Lyme Disease"
"110" "C0038013" "Ankylosing spondylitis" "I" "C0038013" "Ankylosing spondylitis"
"111" "C0333516" "Tumor necrosis" "G/P" "C0027651;C0348668" "Neoplasms;Other and unspecified disorders of the circulatory system"
"112" "C0233660" "Mental blocking" "G/P" "C0004936;C0027765;C0478136" "Mental disorders;nervous system disorder;Other and unspecified symptoms and signs involving cognitive functions and awareness"
"113" "C0019557" "Hip Fractures" "A" "C0015802" "Femoral Fractures"
"114" "C0599766" "Recovery of Function" "O" "C0178343;C0496675;C0677614;C0677614" "Persons encountering health services in other circumstances;Medical care, unspecified;Encounter due to convalescence;Encounter due to convalescence"
"115" "C0001973" "Alcoholic Intoxication, Chronic" "I" "C0001973" "Alcoholic Intoxication, Chronic"
"116" "C0040332" "Tobacco Dependence" "I" "C0040332" "Tobacco Dependence"
"117" "C0004153" "Atherosclerosis" "I" "C0004153" "Atherosclerosis"
"118" "C0018790" "Cardiac Arrest" "I" "C0018790" "Cardiac Arrest"
"119" "C0027051" "Myocardial Infarction" "A" "C0155626" "Acute myocardial infarction"
"120" "C0751633" "Carotid Artery Plaque" "G/P" "C0155764" "Unspecified disorders of arteries and arterioles"
"121" "C0027769" "Nervousness" "I" "C0027769" "Nervousness"
"122" "C0243088" "sequelae aspects" "O" "C0478494;C0496151" "Mechanical complication of other internal orthopedic devices, implants and grafts;Unspecified complication of internal orthopedic prosthetic device, implant and graft"
"123" "C0444720" "Circulatory arrest" "A" "C0018790" "Cardiac Arrest"
"124" "C0010054" "Coronary Arteriosclerosis" "I" "C0010054" "Coronary Arteriosclerosis"
"125" "C0151744" "Myocardial Ischemia" "I" "C0151744" "Myocardial Ischemia"
"126" "C0333186" "Restenosis" "G/P" "C0264865;C1260873" "Valvular endocarditis;Aortic valve disorder"
"127" "C0020538" "Hypertensive disease" "I" "C0020538" "Hypertensive disease"
"128" "C0018802" "Congestive heart failure" "I" "C0018802" "Congestive heart failure"
"129" "C1279369" "Asymptomatic coronary heart disease" "A" "C0010054" "Coronary Arteriosclerosis"
"130" "C1956097" "Wolf-Hirschhorn Syndrome" "I" "C1956097" "Wolf-Hirschhorn Syndrome"
"131" "C0006826" "Malignant Neoplasms" "I" "C0006826" "Malignant Neoplasms"
"132" "C1306459" "Primary malignant neoplasm" "G/P" "C0348374" "Malignant neoplasm of central nervous system"
"133" "C0268658" "Vitamin disease" "G/P" "C0162429" "Malnutrition"
"134" "C0002965" "Angina, Unstable" "I" "C0002965" "Angina, Unstable"
"135" "C0679225" "multiple pathologies" "G/P" "C0478147" "General symptoms and signs (R50-R69)"
"136" "C0020473" "Hyperlipidemia" "I" "C0020473" "Hyperlipidemia"
"137" "C0021308" "Infarction" "G/P" "C0348668;C0728936" "Other and unspecified disorders of the circulatory system;Disorder of circulatory system"
"138" "C0221155" "Systolic hypertension" "A" "C0085580" "Essential Hypertension"
"139" "C0264886" "Conduction disorder of the heart" "I" "C0264886" "Conduction disorder of the heart"
"140" "C0003811" "Cardiac Arrhythmia" "I" "C0003811" "Cardiac Arrhythmia"
"141" "C0028754" "Obesity" "I" "C0028754" "Obesity"
"142" "C0155626" "Acute myocardial infarction" "I" "C0155626" "Acute myocardial infarction"
"143" "C0242698" "Ventricular Dysfunction, Left" "G/P" "C0878544" "Cardiomyopathies"
"144" "C0004238" "Atrial Fibrillation" "A" "C0003811;C0155709" "Cardiac Arrhythmia;Atrial fibrillation and flutter"
"145" "C0010051" "Coronary Aneurysm" "I" "C0010051" "Coronary Aneurysm"
"146" "C0026691" "Mucocutaneous Lymph Node Syndrome" "I" "C0026691" "Mucocutaneous Lymph Node Syndrome"
"147" "C0027059" "Myocarditis" "I" "C0027059" "Myocarditis"
"148" "C0221103" "Visual Suppression" "A" "C0155007" "Other disorders of binocular vision"
"149" "C0007282" "Carotid Stenosis" "G/P" "C0038449;C0600126" "Stricture of artery;Occlusion and stenosis of carotid artery"
"150" "C2825055" "Recurrence (disease attribute)" "O" "C0006826;C0027651" "Malignant Neoplasms;Neoplasms"
"151" "C1458156" "Recurrent Malignant Neoplasm" "G/P" "C0006826" "Malignant Neoplasms"
"152" "C0034734" "Raynaud Disease" "A" "C0034735" "Raynaud Phenomenon"
"153" "C0032914" "Pre-Eclampsia" "I" "C0032914" "Pre-Eclampsia"
"154" "C0007222" "Cardiovascular Diseases" "I" "C0007222" "Cardiovascular Diseases"
"155" "C0852949" "Arteriopathic disease" "A" "C0155764" "Unspecified disorders of arteries and arterioles"
"156" "C0876994" "Cardiotoxicity" "G/P" "C0018799;C0034525;C0409910" "Heart Diseases;Effects of radiation;Gout secondary to drug"
"157" "C0746102" "Chronic lung disease" "G/P" "C0035204;C0265780;C0348712" "Respiration Disorders;Congenital absence of lung;Other disorders of lung"
"158" "C0036980" "Shock, Cardiogenic" "I" "C0036980" "Shock, Cardiogenic"
"159" "C0036974" "Shock" "I" "C0036974" "Shock"
"160" "C0039082" "Syndrome" "G/P" "C0478147" "General symptoms and signs (R50-R69)"
"161" "C0022116" "Ischemia" "A" "C0348668;C0728936" "Other and unspecified disorders of the circulatory system;Disorder of circulatory system"
"162" "C0010068" "Coronary heart disease" "G/P" "C0004044;C0017327;C0018799;C0348668" "Asphyxia;Generalized atherosclerosis;Heart Diseases;Other and unspecified disorders of the circulatory system"
"163" "C0428908" "Sinus Node Dysfunction (disorder)" "A" "C0003811;C0037052" "Cardiac Arrhythmia;Sick Sinus Syndrome"
"164" "C1145670" "Respiratory Failure" "I" "C1145670" "Respiratory Failure"
"165" "C0035229" "Respiratory Insufficiency" "A" "C0478114;C1145670" "Other and unspecified abnormalities of breathing;Respiratory Failure"
"166" "C0035220" "Respiratory Distress Syndrome, Newborn" "I" "C0035220" "Respiratory Distress Syndrome, Newborn"
"167" "C0034065" "Pulmonary Embolism" "I" "C0034065" "Pulmonary Embolism"
"168" "C0032285" "Pneumonia" "I" "C0032285" "Pneumonia"
"169" "C0024117" "Chronic Obstructive Airway Disease" "I" "C0024117" "Chronic Obstructive Airway Disease"
"170" "C0035222" "Respiratory Distress Syndrome, Adult" "I" "C0035222" "Respiratory Distress Syndrome, Adult"
"171" "C0034067" "Pulmonary Emphysema" "I" "C0034067" "Pulmonary Emphysema"
"172" "C0013990" "Pathological accumulation of air in tissues" "A" "C0034067" "Pulmonary Emphysema"
"173" "C0243026" "Sepsis" "A" "C0036690" "Septicemia"
"174" "C0036690" "Septicemia" "I" "C0036690" "Septicemia"
"175" "C0264408" "Childhood asthma" "A" "C0004096;C0494660" "Asthma;Predominantly allergic asthma"
"176" "C0004096" "Asthma" "I" "C0004096" "Asthma"
"177" "C0019163" "Hepatitis B" "A" "C0042721;C0494093" "Viral hepatitis;Acute hepatitis B without delta-agent and without hepatic coma"
"178" "C0002895" "Anemia, Sickle Cell" "I" "C0002895" "Anemia, Sickle Cell"
"179" "C0019693" "HIV Infections" "I" "C0019693" "HIV Infections"
"180" "C0002871" "Anemia" "I" "C0002871" "Anemia"
"181" "C0282193" "Iron Overload" "A" "C0012715;C0476334" "Iron Metabolism Disorders;Abnormal level of blood mineral"
"182" "C0948201" "Alloimmunisation" "G/P" "C0002879" "Anemia, Hemolytic, Acquired"
"183" "C0038454" "Cerebrovascular accident" "I" "C0038454" "Cerebrovascular accident"
"184" "C0018995" "Hemochromatosis" "A" "C0012715" "Iron Metabolism Disorders"
"185" "C0034069" "Pulmonary Fibrosis" "A" "C0348703" "Other interstitial pulmonary diseases with fibrosis"
"186" "C0024115" "Lung diseases" "A" "C0265780;C0348712" "Congenital absence of lung;Other disorders of lung"
"187" "C0002874" "Aplastic Anemia" "I" "C0002874" "Aplastic Anemia"
"188" "C0018939" "Hematological Disease" "I" "C0018939" "Hematological Disease"
"189" "C0018801" "Heart failure" "I" "C0018801" "Heart failure"
"190" "C1861172" "Venous Thromboembolism" "G/P" "C0013924;C0155774;C0494623;C0728936" "Embolism and thrombosis of unspecified artery;Other venous embolism & thrombosis;Embolism and thrombosis of unspecified vein;Disorder of circulatory system"
"191" "C0011849" "Diabetes Mellitus" "I" "C0011849" "Diabetes Mellitus"
"192" "C0011847" "Diabetes" "A" "C0011849" "Diabetes Mellitus"
"193" "C0456909" "Blind Vision" "A" "C0271225;C1879328" "Impairment level: blindness, one eye - low vision other eye;Blindness both eyes NOS (disorder)"
"194" "C0281293" "HIV-associated Hodgkin's lymphoma" "G/P" "C0019693;C0019829" "HIV Infections;Hodgkin Disease"
"195" "C0019655" "Histoplasmosis" "I" "C0019655" "Histoplasmosis"
"196" "C0042214" "Vaccinia" "G/P" "C0348184" "Unspecified viral infection characterized by skin and mucous membrane lesions"
"197" "C0343751" "Asymptomatic human immunodeficiency virus infection" "A" "C0476550" "Asymptomatic human immunodeficiency virus [HIV] infection status"
"198" "C0019348" "Herpes Simplex Infections" "I" "C0019348" "Herpes Simplex Infections"
"199" "C0041296" "Tuberculosis" "I" "C0041296" "Tuberculosis"
"200" "C0872054" "latent infection" "G/P" "C0348336" "Other and unspecified infectious diseases"
"201" "C0085436" "Meningitis, Cryptococcal" "A" "C0085438" "Meningitis, Fungal"
"202" "C1535939" "Pneumocystis jiroveci pneumonia" "I" "C1535939" "Pneumocystis jiroveci pneumonia"
"203" "C0026916" "Mycobacterium avium-intracellulare Infection" "A" "C0392054" "Pulmonary mycobacterial infection"
"204" "C1411980" "Mycobacterium avium infection" "A" "C0392054;C0497442" "Pulmonary mycobacterial infection;other infectious diseases"
"205" "C0085315" "Toxoplasmosis, Cerebral" "I" "C0085315" "Toxoplasmosis, Cerebral"
"206" "C0009450" "Communicable Diseases" "A" "C0348336" "Other and unspecified infectious diseases"
"207" "C0027927" "Neurosyphilis" "I" "C0027927" "Neurosyphilis"
"208" "C0344191" "Cerebellar decompression injury" "G/P" "C0006111;C0027765;C0085628;C0274829;C0476606" "Brain Diseases;nervous system disorder;Stupor;Toxic effect of chiefly nonmedicinal substance;Problem related to physical environment, unspecified"
"209" "C0864665" "symptomatic HIV infection" "G/P" "C0019693" "HIV Infections"
"210" "C0677932" "Progressive Neoplastic Disease" "O" "C0027651" "Neoplasms"
"211" "C3661937" "Symptomatic human immunodeficiency virus infection" "A" "C0019693" "HIV Infections"
"212" "C0019372" "Herpesviridae Infections" "A" "C0348186" "Herpesviral infection, unspecified"
"213" "C0001849" "AIDS Dementia Complex" "I" "C0001849" "AIDS Dementia Complex"
"214" "C0001857" "AIDS related complex" "A" "C0019693" "HIV Infections"
"215" "C0276535" "AIDS with Kaposi's sarcoma" "I" "C0276535" "AIDS with Kaposi's sarcoma"
"216" "C0276500" "Human immunodeficiency virus I infection" "A" "C0019693" "HIV Infections"
"217" "C0014038" "Encephalitis" "A" "C0014058" "Encephalitis, myelitis and encephalomyelitis"
"218" "C0040558" "Toxoplasmosis" "I" "C0040558" "Toxoplasmosis"
"219" "C0020522" "Delayed Hypersensitivity" "A" "C0020517" "Hypersensitivity"
"220" "C0026946" "Mycoses" "I" "C0026946" "Mycoses"
"221" "C1304508" "Spindle cell hemangioma" "A" "C0018916" "Hemangioma"
"222" "C0036220" "Kaposi Sarcoma" "I" "C0036220" "Kaposi Sarcoma"
"223" "C0021051" "Immunologic Deficiency Syndromes" "I" "C0021051" "Immunologic Deficiency Syndromes"
"224" "C0812426" "Kidney problem" "A" "C0178288;C0268701" "Urinary disease other;Disorder of kidney and ureter, unspecified"
"225" "C0024299" "Lymphoma" "A" "C0024305" "Lymphoma, Non-Hodgkin"
"226" "C0854467" "Myelosuppression" "O" "C0496675" "Medical care, unspecified"
"227" "C1443952" "Asymptomatic viremia" "A" "C0042769" "Virus Diseases"
"228" "C0265267" "Congenital Hemidysplasia with Ichthyosiform Erythroderma and Limb Defects" "A" "C0206762" "Limb Deformities, Congenital"
"229" "C0085090" "Lymphoma, AIDS-Related" "G/P" "C0019693;C0348396" "HIV Infections;B-cell lymphoma, unspecified"
"230" "C0019069" "Hemophilia A" "I" "C0019069" "Hemophilia A"
"231" "C0684275" "Hemophilia, NOS" "A" "C0019069" "Hemophilia A"
"232" "C0851886" "Pneumocystis Infections" "G/P" "C0026946" "Mycoses"
"233" "C1864849" "RETINAL CONE DYSTROPHY 4" "G/P" "C0154860" "Hereditary retinal dystrophy"
"234" "C0280734" "AIDS-related malignancies" "G/P" "C0006826;C0019693" "Malignant Neoplasms;HIV Infections"
"235" "C0010823" "Cytomegalovirus Infections" "I" "C0010823" "Cytomegalovirus Infections"
"236" "C0035333" "Retinitis" "A" "C0008513" "Chorioretinitis"
"237" "C0027627" "Neoplasm Metastasis" "G/P" "C0027651" "Neoplasms"
"238" "C0856916" "Persistant generalized lymphadenopathy" "G/P" "C0019693" "HIV Infections"
"239" "C0030421" "Paraganglioma" "A" "C0496869" "Benign neoplasm of duodenum"
"240" "C0276527" "Pneumonia associated with AIDS" "G/P" "C0032285" "Pneumonia"
"241" "C0497169" "hiv-infection/aids" "A" "C0019693" "HIV Infections"
"242" "C0343755" "HIV Wasting Syndrome" "I" "C0343755" "HIV Wasting Syndrome"
"243" "C1319296" "Pediatric human immunodeficiency virus infection" "A" "C0019693" "HIV Infections"
"244" "C0006840" "Candidiasis" "I" "C0006840" "Candidiasis"
"245" "C0037199" "Sinusitis" "A" "C0149516" "Chronic sinusitis"
"246" "C0851140" "Carcinoma in situ of uterine cervix" "I" "C0851140" "Carcinoma in situ of uterine cervix"
"247" "C2987516" "Cervix Intraepithelial Neoplasia Grade 3 AJCC v7" "G/P" "C0007847;C0007868" "Malignant tumor of cervix;Cervical dysplasia"
"248" "C1334011" "High Grade Cervical Intraepithelial Neoplasia" "G/P" "C0007868" "Cervical dysplasia"
"249" "C0003463" "Anus Neoplasms" "G/P" "C0494780;C0496908" "Disease of anus and rectum, unspecified;Neoplasm of uncertain or unknown behavior of rectum"
"250" "C0554632" "Anogenital human papilloma virus infection" "G/P" "C0036916;C0348333" "Sexually Transmitted Diseases;Papillomavirus as the cause of diseases classified to other chapters"
"251" "C0206655" "Alveolar rhabdomyosarcoma" "A" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
"252" "C1142553" "Primary HIV infection" "A" "C0343752" "Acute HIV infection"
"253" "C0010418" "Cryptosporidiosis" "I" "C0010418" "Cryptosporidiosis"
"254" "C0041327" "Tuberculosis, Pulmonary" "A" "C0041296;C0348105;C0348809;C0348810;C0348811;C0348813;C0348968;C0494034" "Tuberculosis;Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation;Tuberculosis of lung, confirmed by sputum microscopy with or without culture;Tuberculosis of lung, confirmed by culture only;Tuberculosis of lung, confirmed histologically;Tuberculosis of lung, bacteriological and histological examination not done;Tuberculosis of lung, bacteriologically and histologically negative;Tuberculosis of lung, without mention of bacteriological or histological confirmation"
"255" "C0042749" "Viremia" "A" "C0042769" "Virus Diseases"
"256" "C0151970" "Ulcer of esophagus" "I" "C0151970" "Ulcer of esophagus"
"257" "C1850383" "Neuropathy, Painful" "A" "C0030193" "Pain"
"258" "C0206526" "Tuberculosis, Multidrug-Resistant" "A" "C0041296" "Tuberculosis"
"259" "C0281241" "AIDS-related primary CNS lymphoma" "G/P" "C0019693;C0348374;C0348396" "HIV Infections;Malignant neoplasm of central nervous system;B-cell lymphoma, unspecified"
"260" "C0004623" "Bacterial Infections" "I" "C0004623" "Bacterial Infections"
"261" "C0276199" "Canarypox (disorder)" "G/P" "C0042769" "Virus Diseases"
"262" "C0025007" "Measles" "I" "C0025007" "Measles"
